"gross","budget","numGenres","imdbScore","numCriticReviews","numMovieFacebookLikes","castMovieLikes","numFacesInPoster","directorFacebookLikes","contentRating","duration","titleYear"
11,66,2,8,7,11,11,6,13,1,6,7
13,97,4,9,7,10,7,7,19,2,7,8
8,74,3,10,7,9,11,2,13,2,8,7
6,70,2,7,7,8,4,1,1,1,7,7
7,36,1,9,7,8,12,2,1,1,6,7
14,97,4,12,7,7,3,1,19,4,6,7
12,97,3,8,7,1,10,1,19,2,7,7
11,86,3,8,7,10,11,8,25,1,7,7
15,97,3,9,7,11,13,1,1,2,9,8
6,13,2,9,7,9,3,1,4,1,6,8
8,62,4,10,7,11,12,5,18,1,8,8
15,97,3,7,7,10,3,3,1,2,10,7
14,95,3,10,7,9,9,4,20,2,8,7
5,35,3,10,7,9,4,1,20,1,7,7
11,95,3,6,7,10,10,3,1,2,9,7
14,98,3,7,7,1,10,1,1,2,11,7
6,87,2,7,7,9,6,5,1,2,8,7
8,78,2,8,7,9,8,5,1,2,6,7
12,95,3,8,7,9,8,1,16,2,8,7
12,97,3,6,7,8,9,3,18,2,7,7
12,68,2,10,7,10,8,2,1,2,8,8
12,95,4,8,7,10,9,2,19,2,9,7
8,95,4,10,7,9,4,2,25,3,6,7
6,66,3,10,7,1,8,2,1,1,6,7
9,97,5,8,7,9,5,3,20,3,8,8
5,17,2,5,7,8,8,5,19,1,6,7
7,6,4,9,7,10,3,2,1,2,6,7
8,56,4,10,7,8,10,5,14,1,6,7
10,95,5,6,7,7,8,1,22,2,7,7
14,98,3,8,7,10,12,5,18,2,8,7
9,65,2,9,7,10,9,1,1,1,9,7
6,47,4,10,7,10,8,1,1,1,6,7
6,64,3,9,7,9,9,1,1,1,6,7
6,64,3,9,7,9,9,1,1,1,6,7
9,98,3,8,7,10,11,2,20,2,10,7
12,95,4,10,7,8,3,2,1,1,12,7
15,97,3,8,7,8,13,1,25,3,6,7
15,97,3,8,7,8,13,1,25,3,6,7
13,98,6,9,7,9,8,2,15,2,6,7
8,68,3,9,7,10,2,1,13,2,6,7
15,97,3,9,7,8,11,5,23,2,7,7
15,97,5,12,7,9,9,4,13,4,6,7
8,73,4,11,8,11,11,3,20,1,10,7
14,74,2,9,8,10,9,2,23,1,7,7
8,58,4,9,8,1,4,1,16,2,5,7
8,70,3,10,8,10,8,1,25,2,9,8
13,88,3,8,8,10,9,3,13,2,9,7
14,80,4,10,8,7,10,1,1,1,7,7
8,99,3,8,8,8,3,2,19,2,8,7
12,95,4,6,8,10,3,5,13,2,7,8
12,95,4,6,8,10,3,5,13,2,7,8
13,97,3,9,8,9,9,1,19,3,7,7
13,97,3,9,8,9,9,1,19,3,7,7
15,97,3,7,8,6,8,3,25,2,7,7
6,17,2,11,8,10,9,1,17,1,7,7
7,51,4,11,8,10,3,3,19,1,8,8
9,97,3,8,8,10,11,3,18,2,8,8
9,95,4,8,8,10,9,1,20,1,6,7
7,64,5,10,8,10,3,3,20,1,7,8
14,96,2,12,8,7,12,1,28,2,8,7
12,84,3,12,8,9,10,2,27,1,10,7
15,95,3,11,8,7,11,4,23,2,8,7
14,97,3,9,8,10,12,4,18,2,7,7
7,43,4,10,8,10,10,3,1,2,6,7
8,58,3,11,8,8,4,1,22,1,7,7
13,79,3,10,8,11,11,2,1,2,11,7
14,97,5,9,8,9,5,1,6,3,6,7
15,77,6,9,8,11,8,1,27,1,8,7
12,86,2,11,8,10,10,1,27,1,9,7
12,76,3,11,8,10,8,1,19,2,8,7
7,92,4,7,8,10,8,1,18,2,7,7
7,92,4,7,8,10,8,1,18,2,7,7
13,69,3,10,8,9,10,1,22,2,6,7
14,97,4,8,8,9,10,1,19,2,9,7
13,97,3,10,8,10,11,4,21,2,8,7
15,95,3,10,8,10,11,2,19,2,10,7
14,98,2,11,8,10,7,6,1,2,12,7
13,95,3,9,8,10,9,1,19,2,7,7
13,51,3,10,8,11,7,1,1,1,7,7
13,96,3,9,8,10,12,2,1,2,7,7
15,98,3,12,8,10,13,1,11,2,10,8
11,90,4,10,8,10,9,2,28,1,11,7
13,95,4,10,8,10,5,6,18,2,7,8
14,96,3,11,8,8,11,1,25,2,8,7
14,97,4,10,8,9,8,1,16,2,8,7
7,66,3,10,8,10,8,4,1,2,6,7
8,75,3,12,8,10,9,2,13,1,8,7
14,98,3,8,8,10,13,5,1,3,8,7
14,98,3,8,8,10,13,5,1,3,8,7
8,92,3,7,8,10,13,7,25,2,7,7
13,91,4,10,8,10,8,1,10,2,6,7
5,7,2,9,8,9,3,1,19,1,6,7
6,27,3,11,8,10,8,2,8,1,7,7
5,12,2,12,8,11,10,1,13,1,6,7
5,33,2,10,8,8,4,2,22,1,6,7
7,58,4,11,8,11,8,1,1,1,6,7
15,97,6,12,8,11,3,2,1,3,6,8
13,70,2,9,8,10,13,6,20,1,9,7
13,80,4,10,8,10,9,1,25,2,10,7
12,52,3,10,8,11,13,1,20,1,7,7
12,74,3,9,8,9,3,1,25,2,7,7
9,95,4,9,8,10,9,1,19,2,7,7
14,97,5,11,8,10,13,7,1,2,10,7
7,45,1,8,8,10,3,1,16,1,6,7
5,66,1,9,8,9,2,10,1,1,10,7
6,15,1,11,8,11,3,1,1,1,11,7
8,51,2,9,8,8,7,1,20,1,7,7
12,95,3,11,8,11,3,1,1,3,8,7
10,70,2,10,8,10,7,1,28,2,7,7
13,95,4,11,8,12,12,1,1,1,10,8
9,70,3,10,8,9,3,1,1,1,11,7
13,79,4,11,8,11,4,1,28,1,10,7
14,93,3,11,8,12,8,2,1,2,10,8
6,55,3,11,8,11,9,2,1,1,8,7
11,97,3,9,8,10,9,1,1,2,8,7
14,97,3,10,8,10,10,2,11,2,8,7
15,77,5,11,8,11,9,1,10,1,6,8
5,66,2,8,8,9,8,1,1,2,9,7
11,97,3,11,8,10,8,2,18,2,7,7
7,47,3,10,8,11,9,7,1,1,7,7
8,64,5,10,8,10,11,1,1,1,7,7
14,97,3,10,8,11,9,1,25,2,8,7
7,71,5,11,8,11,11,2,27,1,12,8
7,51,3,11,8,10,4,1,1,1,8,7
15,98,3,9,9,10,10,1,19,2,10,7
12,92,4,12,9,11,11,4,27,1,13,7
15,97,3,9,9,11,10,4,22,2,12,7
7,64,4,9,9,10,10,1,18,1,6,7
16,98,3,10,9,11,13,5,1,2,9,8
15,97,4,13,9,12,13,1,28,2,10,7
16,96,4,9,9,11,7,1,19,2,7,8
16,97,4,13,9,9,12,1,28,2,10,7
15,97,3,11,9,11,10,4,20,2,7,7
14,97,5,9,9,11,10,1,19,2,7,7
13,71,4,10,9,11,3,2,1,1,8,7
5,6,2,9,9,9,3,1,15,2,6,7
12,37,2,11,9,11,11,2,1,1,6,7
15,85,4,9,9,11,11,1,19,2,9,7
15,98,3,9,9,12,9,1,1,2,12,8
6,41,2,10,9,10,10,1,1,1,6,7
8,97,4,10,9,9,10,1,27,3,8,7
16,98,3,11,9,11,13,4,1,2,11,7
16,98,3,11,9,11,13,4,1,2,11,7
13,97,3,12,9,12,10,2,28,2,11,7
16,98,4,11,9,9,4,1,1,2,11,7
15,98,4,9,9,11,9,1,1,2,10,7
13,92,2,12,9,12,11,2,27,1,11,7
12,95,3,9,9,11,9,1,1,1,7,7
16,98,2,12,9,12,14,1,28,2,11,7
